"ServerName","DateOffset","Risk","Count"
"Server39",-364,"none",109
"Server39",-364,"low",9
"Server39",-364,"medium",36
"Server39",-364,"high",18
"Server39",-364,"critical",9
"Server39",-364,"total",181
"Server40",-364,"none",38
"Server40",-364,"low",3
"Server40",-364,"medium",13
"Server40",-364,"high",6
"Server40",-364,"critical",3
"Server40",-364,"total",63
"Server41",-364,"none",89
"Server41",-364,"low",7
"Server41",-364,"medium",30
"Server41",-364,"high",15
"Server41",-364,"critical",7
"Server41",-364,"total",148
"Server42",-364,"none",88
"Server42",-364,"low",7
"Server42",-364,"medium",29
"Server42",-364,"high",15
"Server42",-364,"critical",7
"Server42",-364,"total",147
"Server43",-364,"none",46
"Server43",-364,"low",4
"Server43",-364,"medium",15
"Server43",-364,"high",8
"Server43",-364,"critical",4
"Server43",-364,"total",76
"Server44",-364,"none",80
"Server44",-364,"low",7
"Server44",-364,"medium",27
"Server44",-364,"high",13
"Server44",-364,"critical",7
"Server44",-364,"total",134
"Server45",-364,"none",78
"Server45",-364,"low",6
"Server45",-364,"medium",26
"Server45",-364,"high",13
"Server45",-364,"critical",6
"Server45",-364,"total",130
"Server46",-364,"none",50
"Server46",-364,"low",4
"Server46",-364,"medium",17
"Server46",-364,"high",8
"Server46",-364,"critical",4
"Server46",-364,"total",83
"Server47",-364,"none",118
"Server47",-364,"low",10
"Server47",-364,"medium",39
"Server47",-364,"high",20
"Server47",-364,"critical",10
"Server47",-364,"total",197
"Server48",-364,"none",79
"Server48",-364,"low",7
"Server48",-364,"medium",26
"Server48",-364,"high",13
"Server48",-364,"critical",7
"Server48",-364,"total",131
"Server49",-364,"none",61
"Server49",-364,"low",5
"Server49",-364,"medium",20
"Server49",-364,"high",10
"Server49",-364,"critical",5
"Server49",-364,"total",102
"Server50",-364,"none",67
"Server50",-364,"low",6
"Server50",-364,"medium",22
"Server50",-364,"high",11
"Server50",-364,"critical",6
"Server50",-364,"total",112
"Server51",-364,"none",89
"Server51",-364,"low",7
"Server51",-364,"medium",30
"Server51",-364,"high",15
"Server51",-364,"critical",7
"Server51",-364,"total",148
"Server52",-364,"none",96
"Server52",-364,"low",8
"Server52",-364,"medium",32
"Server52",-364,"high",16
"Server52",-364,"critical",8
"Server52",-364,"total",160
"Server53",-364,"none",100
"Server53",-364,"low",8
"Server53",-364,"medium",33
"Server53",-364,"high",17
"Server53",-364,"critical",8
"Server53",-364,"total",166
"Server54",-364,"none",62
"Server54",-364,"low",5
"Server54",-364,"medium",21
"Server54",-364,"high",10
"Server54",-364,"critical",5
"Server54",-364,"total",104
"Server55",-364,"none",72
"Server55",-364,"low",6
"Server55",-364,"medium",24
"Server55",-364,"high",12
"Server55",-364,"critical",6
"Server55",-364,"total",120
"Server56",-364,"none",38
"Server56",-364,"low",3
"Server56",-364,"medium",13
"Server56",-364,"high",6
"Server56",-364,"critical",3
"Server56",-364,"total",63
"Server57",-364,"none",96
"Server57",-364,"low",8
"Server57",-364,"medium",32
"Server57",-364,"high",16
"Server57",-364,"critical",8
"Server57",-364,"total",160
"Server58",-364,"none",43
"Server58",-364,"low",4
"Server58",-364,"medium",14
"Server58",-364,"high",7
"Server58",-364,"critical",4
"Server58",-364,"total",72
"Server59",-364,"none",92
"Server59",-364,"low",8
"Server59",-364,"medium",31
"Server59",-364,"high",15
"Server59",-364,"critical",8
"Server59",-364,"total",153
"Server60",-364,"none",98
"Server60",-364,"low",8
"Server60",-364,"medium",33
"Server60",-364,"high",16
"Server60",-364,"critical",8
"Server60",-364,"total",164
"Server61",-364,"none",43
"Server61",-364,"low",4
"Server61",-364,"medium",14
"Server61",-364,"high",7
"Server61",-364,"critical",4
"Server61",-364,"total",72
"Server62",-364,"none",99
"Server62",-364,"low",8
"Server62",-364,"medium",33
"Server62",-364,"high",16
"Server62",-364,"critical",8
"Server62",-364,"total",165
"Server63",-364,"none",97
"Server63",-364,"low",8
"Server63",-364,"medium",32
"Server63",-364,"high",16
"Server63",-364,"critical",8
"Server63",-364,"total",162
"Server64",-364,"none",107
"Server64",-364,"low",9
"Server64",-364,"medium",36
"Server64",-364,"high",18
"Server64",-364,"critical",9
"Server64",-364,"total",179
"Server65",-364,"none",94
"Server65",-364,"low",8
"Server65",-364,"medium",31
"Server65",-364,"high",16
"Server65",-364,"critical",8
"Server65",-364,"total",157
"Server66",-364,"none",46
"Server66",-364,"low",4
"Server66",-364,"medium",15
"Server66",-364,"high",8
"Server66",-364,"critical",4
"Server66",-364,"total",76
"Server67",-364,"none",103
"Server67",-364,"low",9
"Server67",-364,"medium",34
"Server67",-364,"high",17
"Server67",-364,"critical",9
"Server67",-364,"total",172
"Server68",-364,"none",66
"Server68",-364,"low",6
"Server68",-364,"medium",22
"Server68",-364,"high",11
"Server68",-364,"critical",6
"Server68",-364,"total",110
"Server69",-364,"none",96
"Server69",-364,"low",8
"Server69",-364,"medium",32
"Server69",-364,"high",16
"Server69",-364,"critical",8
"Server69",-364,"total",160
"Server70",-364,"none",74
"Server70",-364,"low",6
"Server70",-364,"medium",25
"Server70",-364,"high",12
"Server70",-364,"critical",6
"Server70",-364,"total",123
"Server71",-364,"none",55
"Server71",-364,"low",5
"Server71",-364,"medium",18
"Server71",-364,"high",9
"Server71",-364,"critical",5
"Server71",-364,"total",92
"Server72",-364,"none",92
"Server72",-364,"low",8
"Server72",-364,"medium",31
"Server72",-364,"high",15
"Server72",-364,"critical",8
"Server72",-364,"total",154
"Server73",-364,"none",54
"Server73",-364,"low",4
"Server73",-364,"medium",18
"Server73",-364,"high",9
"Server73",-364,"critical",4
"Server73",-364,"total",90
"Server74",-364,"none",66
"Server74",-364,"low",6
"Server74",-364,"medium",22
"Server74",-364,"high",11
"Server74",-364,"critical",6
"Server74",-364,"total",110
"Server75",-364,"none",44
"Server75",-364,"low",4
"Server75",-364,"medium",15
"Server75",-364,"high",7
"Server75",-364,"critical",4
"Server75",-364,"total",73
"Server76",-364,"none",115
"Server76",-364,"low",10
"Server76",-364,"medium",38
"Server76",-364,"high",19
"Server76",-364,"critical",10
"Server76",-364,"total",192
"Server77",-364,"none",43
"Server77",-364,"low",4
"Server77",-364,"medium",14
"Server77",-364,"high",7
"Server77",-364,"critical",4
"Server77",-364,"total",71
"Server78",-364,"none",108
"Server78",-364,"low",9
"Server78",-364,"medium",36
"Server78",-364,"high",18
"Server78",-364,"critical",9
"Server78",-364,"total",180
"Server79",-364,"none",41
"Server79",-364,"low",3
"Server79",-364,"medium",14
"Server79",-364,"high",7
"Server79",-364,"critical",3
"Server79",-364,"total",68
"Server80",-364,"none",110
"Server80",-364,"low",9
"Server80",-364,"medium",37
"Server80",-364,"high",18
"Server80",-364,"critical",9
"Server80",-364,"total",184
"Server81",-364,"none",104
"Server81",-364,"low",9
"Server81",-364,"medium",35
"Server81",-364,"high",17
"Server81",-364,"critical",9
"Server81",-364,"total",174
"Server82",-364,"none",119
"Server82",-364,"low",10
"Server82",-364,"medium",40
"Server82",-364,"high",20
"Server82",-364,"critical",10
"Server82",-364,"total",198
"Server83",-364,"none",73
"Server83",-364,"low",6
"Server83",-364,"medium",24
"Server83",-364,"high",12
"Server83",-364,"critical",6
"Server83",-364,"total",122
"Server84",-364,"none",52
"Server84",-364,"low",4
"Server84",-364,"medium",17
"Server84",-364,"high",9
"Server84",-364,"critical",4
"Server84",-364,"total",87
"Server85",-364,"none",107
"Server85",-364,"low",9
"Server85",-364,"medium",36
"Server85",-364,"high",18
"Server85",-364,"critical",9
"Server85",-364,"total",179
"Server86",-364,"none",55
"Server86",-364,"low",5
"Server86",-364,"medium",18
"Server86",-364,"high",9
"Server86",-364,"critical",5
"Server86",-364,"total",92
"Server87",-364,"none",60
"Server87",-364,"low",5
"Server87",-364,"medium",20
"Server87",-364,"high",10
"Server87",-364,"critical",5
"Server87",-364,"total",100
"Server88",-364,"none",77
"Server88",-364,"low",6
"Server88",-364,"medium",26
"Server88",-364,"high",13
"Server88",-364,"critical",6
"Server88",-364,"total",128
"Server89",-364,"none",50
"Server89",-364,"low",4
"Server89",-364,"medium",17
"Server89",-364,"high",8
"Server89",-364,"critical",4
"Server89",-364,"total",84
"Server90",-364,"none",50
"Server90",-364,"low",4
"Server90",-364,"medium",17
"Server90",-364,"high",8
"Server90",-364,"critical",4
"Server90",-364,"total",84
"Server91",-364,"none",104
"Server91",-364,"low",9
"Server91",-364,"medium",35
"Server91",-364,"high",17
"Server91",-364,"critical",9
"Server91",-364,"total",174
"Server92",-364,"none",100
"Server92",-364,"low",8
"Server92",-364,"medium",33
"Server92",-364,"high",17
"Server92",-364,"critical",8
"Server92",-364,"total",166
"Server93",-364,"none",49
"Server93",-364,"low",4
"Server93",-364,"medium",16
"Server93",-364,"high",8
"Server93",-364,"critical",4
"Server93",-364,"total",81
"Server94",-364,"none",116
"Server94",-364,"low",10
"Server94",-364,"medium",39
"Server94",-364,"high",19
"Server94",-364,"critical",10
"Server94",-364,"total",193
"Server95",-364,"none",119
"Server95",-364,"low",10
"Server95",-364,"medium",40
"Server95",-364,"high",20
"Server95",-364,"critical",10
"Server95",-364,"total",199
"Server96",-364,"none",116
"Server96",-364,"low",10
"Server96",-364,"medium",39
"Server96",-364,"high",19
"Server96",-364,"critical",10
"Server96",-364,"total",194
"Server97",-364,"none",63
"Server97",-364,"low",5
"Server97",-364,"medium",21
"Server97",-364,"high",10
"Server97",-364,"critical",5
"Server97",-364,"total",105
"Server98",-364,"none",99
"Server98",-364,"low",8
"Server98",-364,"medium",33
"Server98",-364,"high",16
"Server98",-364,"critical",8
"Server98",-364,"total",165
"Server99",-364,"none",101
"Server99",-364,"low",8
"Server99",-364,"medium",34
"Server99",-364,"high",17
"Server99",-364,"critical",8
"Server99",-364,"total",168
"Server0",-363,"none",81
"Server0",-363,"low",7
"Server0",-363,"medium",27
"Server0",-363,"high",14
"Server0",-363,"critical",7
"Server0",-363,"total",135
"Server1",-363,"none",113
"Server1",-363,"low",9
"Server1",-363,"medium",38
"Server1",-363,"high",19
"Server1",-363,"critical",9
"Server1",-363,"total",188
"Server2",-363,"none",108
"Server2",-363,"low",9
"Server2",-363,"medium",36
"Server2",-363,"high",18
"Server2",-363,"critical",9
"Server2",-363,"total",180
"Server3",-363,"none",53
"Server3",-363,"low",4
"Server3",-363,"medium",18
"Server3",-363,"high",9
"Server3",-363,"critical",4
"Server3",-363,"total",89
"Server4",-363,"none",59
"Server4",-363,"low",5
"Server4",-363,"medium",20
"Server4",-363,"high",10
"Server4",-363,"critical",5
"Server4",-363,"total",99
"Server5",-363,"none",80
"Server5",-363,"low",7
"Server5",-363,"medium",27
"Server5",-363,"high",13
"Server5",-363,"critical",7
"Server5",-363,"total",134
"Server6",-363,"none",84
"Server6",-363,"low",7
"Server6",-363,"medium",28
"Server6",-363,"high",14
"Server6",-363,"critical",7
"Server6",-363,"total",140
"Server7",-363,"none",98
"Server7",-363,"low",8
"Server7",-363,"medium",33
"Server7",-363,"high",16
"Server7",-363,"critical",8
"Server7",-363,"total",163
"Server8",-363,"none",82
"Server8",-363,"low",7
"Server8",-363,"medium",27
"Server8",-363,"high",14
"Server8",-363,"critical",7
"Server8",-363,"total",137
"Server9",-363,"none",106
"Server9",-363,"low",9
"Server9",-363,"medium",35
"Server9",-363,"high",18
"Server9",-363,"critical",9
"Server9",-363,"total",176
"Server10",-363,"none",101
"Server10",-363,"low",8
"Server10",-363,"medium",34
"Server10",-363,"high",17
"Server10",-363,"critical",8
"Server10",-363,"total",169
"Server11",-363,"none",58
"Server11",-363,"low",5
"Server11",-363,"medium",19
"Server11",-363,"high",10
"Server11",-363,"critical",5
"Server11",-363,"total",97
"Server12",-363,"none",46
"Server12",-363,"low",4
"Server12",-363,"medium",15
"Server12",-363,"high",8
"Server12",-363,"critical",4
"Server12",-363,"total",77
"Server13",-363,"none",55
"Server13",-363,"low",5
"Server13",-363,"medium",18
"Server13",-363,"high",9
"Server13",-363,"critical",5
"Server13",-363,"total",91
"Server14",-363,"none",52
"Server14",-363,"low",4
"Server14",-363,"medium",17
"Server14",-363,"high",9
"Server14",-363,"critical",4
"Server14",-363,"total",86
"Server15",-363,"none",107
"Server15",-363,"low",9
"Server15",-363,"medium",36
"Server15",-363,"high",18
"Server15",-363,"critical",9
"Server15",-363,"total",179
"Server16",-363,"none",95
"Server16",-363,"low",8
"Server16",-363,"medium",32
"Server16",-363,"high",16
"Server16",-363,"critical",8
"Server16",-363,"total",159
"Server17",-363,"none",119
"Server17",-363,"low",10
"Server17",-363,"medium",40
"Server17",-363,"high",20
"Server17",-363,"critical",10
"Server17",-363,"total",199
"Server18",-363,"none",52
"Server18",-363,"low",4
"Server18",-363,"medium",17
"Server18",-363,"high",9
"Server18",-363,"critical",4
"Server18",-363,"total",86
"Server19",-363,"none",67
"Server19",-363,"low",6
"Server19",-363,"medium",22
"Server19",-363,"high",11
"Server19",-363,"critical",6
"Server19",-363,"total",111
"Server20",-363,"none",45
"Server20",-363,"low",4
"Server20",-363,"medium",15
"Server20",-363,"high",8
"Server20",-363,"critical",4
"Server20",-363,"total",75
"Server21",-363,"none",65
"Server21",-363,"low",5
"Server21",-363,"medium",22
"Server21",-363,"high",11
"Server21",-363,"critical",5
"Server21",-363,"total",108
"Server22",-363,"none",53
"Server22",-363,"low",4
"Server22",-363,"medium",18
"Server22",-363,"high",9
"Server22",-363,"critical",4
"Server22",-363,"total",89
"Server23",-363,"none",103
"Server23",-363,"low",9
"Server23",-363,"medium",34
"Server23",-363,"high",17
"Server23",-363,"critical",9
"Server23",-363,"total",172
"Server24",-363,"none",74
"Server24",-363,"low",6
"Server24",-363,"medium",25
"Server24",-363,"high",12
"Server24",-363,"critical",6
"Server24",-363,"total",123
"Server25",-363,"none",95
"Server25",-363,"low",8
"Server25",-363,"medium",32
"Server25",-363,"high",16
"Server25",-363,"critical",8
"Server25",-363,"total",159
"Server26",-363,"none",46
"Server26",-363,"low",4
"Server26",-363,"medium",15
"Server26",-363,"high",8
"Server26",-363,"critical",4
"Server26",-363,"total",77
"Server27",-363,"none",101
"Server27",-363,"low",8
"Server27",-363,"medium",34
"Server27",-363,"high",17
"Server27",-363,"critical",8
"Server27",-363,"total",168
"Server28",-363,"none",74
"Server28",-363,"low",6
"Server28",-363,"medium",25
"Server28",-363,"high",12
"Server28",-363,"critical",6
"Server28",-363,"total",123
"Server29",-363,"none",34
"Server29",-363,"low",3
"Server29",-363,"medium",11
"Server29",-363,"high",6
"Server29",-363,"critical",3
"Server29",-363,"total",57
"Server30",-363,"none",38
"Server30",-363,"low",3
"Server30",-363,"medium",13
"Server30",-363,"high",6
"Server30",-363,"critical",3
"Server30",-363,"total",63
"Server31",-363,"none",116
"Server31",-363,"low",10
"Server31",-363,"medium",39
"Server31",-363,"high",19
"Server31",-363,"critical",10
"Server31",-363,"total",194
"Server32",-363,"none",95
"Server32",-363,"low",8
"Server32",-363,"medium",32
"Server32",-363,"high",16
"Server32",-363,"critical",8
"Server32",-363,"total",159
"Server33",-363,"none",52
"Server33",-363,"low",4
"Server33",-363,"medium",17
"Server33",-363,"high",9
"Server33",-363,"critical",4
"Server33",-363,"total",86
"Server34",-363,"none",64
"Server34",-363,"low",5
"Server34",-363,"medium",21
"Server34",-363,"high",11
"Server34",-363,"critical",5
"Server34",-363,"total",106
"Server35",-363,"none",41
"Server35",-363,"low",3
"Server35",-363,"medium",14
"Server35",-363,"high",7
"Server35",-363,"critical",3
"Server35",-363,"total",68
"Server36",-363,"none",82
"Server36",-363,"low",7
"Server36",-363,"medium",27
"Server36",-363,"high",14
"Server36",-363,"critical",7
"Server36",-363,"total",136
"Server37",-363,"none",101
"Server37",-363,"low",8
"Server37",-363,"medium",34
"Server37",-363,"high",17
"Server37",-363,"critical",8
"Server37",-363,"total",168
"Server38",-363,"none",107
"Server38",-363,"low",9
"Server38",-363,"medium",36
"Server38",-363,"high",18
"Server38",-363,"critical",9
"Server38",-363,"total",178
"Server39",-363,"none",109
"Server39",-363,"low",9
"Server39",-363,"medium",36
"Server39",-363,"high",18
"Server39",-363,"critical",9
"Server39",-363,"total",181
"Server40",-363,"none",38
"Server40",-363,"low",3
"Server40",-363,"medium",13
"Server40",-363,"high",6
"Server40",-363,"critical",3
"Server40",-363,"total",63
"Server41",-363,"none",86
"Server41",-363,"low",7
"Server41",-363,"medium",29
"Server41",-363,"high",14
"Server41",-363,"critical",7
"Server41",-363,"total",144
"Server42",-363,"none",86
"Server42",-363,"low",7
"Server42",-363,"medium",29
"Server42",-363,"high",14
"Server42",-363,"critical",7
"Server42",-363,"total",144
"Server43",-363,"none",46
"Server43",-363,"low",4
"Server43",-363,"medium",15
"Server43",-363,"high",8
"Server43",-363,"critical",4
"Server43",-363,"total",77
"Server44",-363,"none",79
"Server44",-363,"low",7
"Server44",-363,"medium",26
"Server44",-363,"high",13
"Server44",-363,"critical",7
"Server44",-363,"total",131
"Server45",-363,"none",77
"Server45",-363,"low",6
"Server45",-363,"medium",26
"Server45",-363,"high",13
"Server45",-363,"critical",6
"Server45",-363,"total",129
"Server46",-363,"none",50
"Server46",-363,"low",4
"Server46",-363,"medium",17
"Server46",-363,"high",8
"Server46",-363,"critical",4
"Server46",-363,"total",83
"Server47",-363,"none",118
"Server47",-363,"low",10
"Server47",-363,"medium",39
"Server47",-363,"high",20
"Server47",-363,"critical",10
"Server47",-363,"total",197
"Server48",-363,"none",79
"Server48",-363,"low",7
"Server48",-363,"medium",26
"Server48",-363,"high",13
"Server48",-363,"critical",7
"Server48",-363,"total",131
"Server49",-363,"none",60
"Server49",-363,"low",5
"Server49",-363,"medium",20
"Server49",-363,"high",10
"Server49",-363,"critical",5
"Server49",-363,"total",100
"Server50",-363,"none",67
"Server50",-363,"low",6
"Server50",-363,"medium",22
"Server50",-363,"high",11
"Server50",-363,"critical",6
"Server50",-363,"total",111
"Server51",-363,"none",89
"Server51",-363,"low",7
"Server51",-363,"medium",30
"Server51",-363,"high",15
"Server51",-363,"critical",7
"Server51",-363,"total",148
"Server52",-363,"none",94
"Server52",-363,"low",8
"Server52",-363,"medium",31
"Server52",-363,"high",16
"Server52",-363,"critical",8
"Server52",-363,"total",157
"Server53",-363,"none",98
"Server53",-363,"low",8
"Server53",-363,"medium",33
"Server53",-363,"high",16
"Server53",-363,"critical",8
"Server53",-363,"total",164
"Server54",-363,"none",59
"Server54",-363,"low",5
"Server54",-363,"medium",20
"Server54",-363,"high",10
"Server54",-363,"critical",5
"Server54",-363,"total",99
"Server55",-363,"none",72
"Server55",-363,"low",6
"Server55",-363,"medium",24
"Server55",-363,"high",12
"Server55",-363,"critical",6
"Server55",-363,"total",120
"Server56",-363,"none",38
"Server56",-363,"low",3
"Server56",-363,"medium",13
"Server56",-363,"high",6
"Server56",-363,"critical",3
"Server56",-363,"total",63
"Server57",-363,"none",96
"Server57",-363,"low",8
"Server57",-363,"medium",32
"Server57",-363,"high",16
"Server57",-363,"critical",8
"Server57",-363,"total",160
"Server58",-363,"none",41
"Server58",-363,"low",3
"Server58",-363,"medium",14
"Server58",-363,"high",7
"Server58",-363,"critical",3
"Server58",-363,"total",69
"Server59",-363,"none",92
"Server59",-363,"low",8
"Server59",-363,"medium",31
"Server59",-363,"high",15
"Server59",-363,"critical",8
"Server59",-363,"total",154
"Server60",-363,"none",98
"Server60",-363,"low",8
"Server60",-363,"medium",33
"Server60",-363,"high",16
"Server60",-363,"critical",8
"Server60",-363,"total",163
"Server61",-363,"none",42
"Server61",-363,"low",4
"Server61",-363,"medium",14
"Server61",-363,"high",7
"Server61",-363,"critical",4
"Server61",-363,"total",70
"Server62",-363,"none",98
"Server62",-363,"low",8
"Server62",-363,"medium",33
"Server62",-363,"high",16
"Server62",-363,"critical",8
"Server62",-363,"total",164
"Server63",-363,"none",97
"Server63",-363,"low",8
"Server63",-363,"medium",32
"Server63",-363,"high",16
"Server63",-363,"critical",8
"Server63",-363,"total",161
"Server64",-363,"none",106
"Server64",-363,"low",9
"Server64",-363,"medium",35
"Server64",-363,"high",18
"Server64",-363,"critical",9
"Server64",-363,"total",177
"Server65",-363,"none",93
"Server65",-363,"low",8
"Server65",-363,"medium",31
"Server65",-363,"high",16
"Server65",-363,"critical",8
"Server65",-363,"total",155
"Server66",-363,"none",46
"Server66",-363,"low",4
"Server66",-363,"medium",15
"Server66",-363,"high",8
"Server66",-363,"critical",4
"Server66",-363,"total",77
"Server67",-363,"none",103
"Server67",-363,"low",9
"Server67",-363,"medium",34
"Server67",-363,"high",17
"Server67",-363,"critical",9
"Server67",-363,"total",172
"Server68",-363,"none",67
"Server68",-363,"low",6
"Server68",-363,"medium",22
"Server68",-363,"high",11
"Server68",-363,"critical",6
"Server68",-363,"total",111
"Server69",-363,"none",96
"Server69",-363,"low",8
"Server69",-363,"medium",32
"Server69",-363,"high",16
"Server69",-363,"critical",8
"Server69",-363,"total",160
"Server70",-363,"none",74
"Server70",-363,"low",6
"Server70",-363,"medium",25
"Server70",-363,"high",12
"Server70",-363,"critical",6
"Server70",-363,"total",123
"Server71",-363,"none",55
"Server71",-363,"low",5
"Server71",-363,"medium",18
"Server71",-363,"high",9
"Server71",-363,"critical",5
"Server71",-363,"total",92
"Server72",-363,"none",92
"Server72",-363,"low",8
"Server72",-363,"medium",31
"Server72",-363,"high",15
"Server72",-363,"critical",8
"Server72",-363,"total",153
"Server73",-363,"none",53
"Server73",-363,"low",4
"Server73",-363,"medium",18
"Server73",-363,"high",9
"Server73",-363,"critical",4
"Server73",-363,"total",88
"Server74",-363,"none",64
"Server74",-363,"low",5
"Server74",-363,"medium",21
